Customer_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Outstanding_Loans,Loan_Amount,Loan_Tenure_Months,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Default,Application_Date
1038,31,264618,5,Single,Postgraduate,9,1,944588,36,388419,64514,5,5,386146,200795,0.52,2,2,4,0,1,DPD90+,14.0,396354,119,59,1,2023-11-30
1039,56,301096,28,Married,Graduate,24,2,1168808,48,24022,102348,6,6,260526,59920,0.23,0,0,0,0,0,Current,,262935,298,220,0,2025-03-16
1040,33,140897,10,Single,Graduate,17,0,185280,24,69327,28855,4,3,86086,860,0.01,0,0,0,0,0,Current,,88098,212,105,0,2025-11-04
1041,63,215402,18,Married,Graduate,20,2,151313,60,418968,87285,6,9,193537,61931,0.32,1,1,0,0,0,Current,,286322,249,18,0,2023-12-06
1042,23,100000,2,Single,High School,9,4,86423,240,162677,37449,6,0,289378,40512,0.14,3,3,4,3,2,DPD90+,32.0,336143,116,25,1,2023-03-09
1043,53,241192,16,Divorced,Graduate,21,3,833729,240,278639,89906,3,8,559303,206942,0.37,3,3,0,0,0,Current,,755229,254,138,0,2025-03-11
1044,26,332978,0,Married,Postgraduate,9,4,369538,120,170444,164121,3,5,605774,254425,0.42,0,3,0,0,0,Current,,785784,112,69,0,2025-01-02
1045,30,295907,6,Single,Postgraduate,12,3,805646,180,23087,47851,7,2,844474,287121,0.34,0,5,2,2,0,DPD60,11.0,1085853,152,25,1,2023-01-21
1046,25,100000,3,Married,High School,10,0,118688,60,9067,32946,2,3,204777,55289,0.27,1,1,1,1,0,DPD60,24.0,264084,124,84,1,2024-08-16
1047,43,260527,14,Divorced,Graduate,14,0,329740,60,323929,112190,4,9,602888,162779,0.27,0,1,0,0,0,Current,,694013,168,51,0,2024-10-13
1048,30,367873,5,Married,Postgraduate,7,0,191155,36,34054,109689,5,5,443886,257453,0.58,4,5,0,0,0,Current,,640645,84,53,1,2023-01-20
1049,64,167371,39,Divorced,High School,30,1,325320,84,332663,66774,7,5,330131,92436,0.28,4,6,0,0,0,Current,,481860,363,10,0,2023-08-30
1050,22,158038,0,Single,Graduate,1,1,142880,12,64416,34600,4,8,135706,33926,0.25,0,0,0,0,0,Current,,179439,18,17,0,2023-03-19
1051,33,349135,5,Divorced,Postgraduate,8,3,793523,36,501315,105940,4,3,527615,47485,0.09,1,1,0,0,0,Current,,755531,102,38,0,2024-07-23
1052,60,283826,23,Married,Graduate,20,2,905413,24,100010,13260,2,4,165499,28134,0.17,0,3,0,0,0,Current,,170462,246,233,0,2023-12-30
1053,22,100000,3,Single,High School,4,2,215389,120,110318,49316,3,4,104157,32288,0.31,1,1,0,0,0,Current,,109385,53,28,0,2024-10-23
1054,40,298442,15,Married,Graduate,17,3,1096137,240,61834,120573,4,2,205080,79981,0.39,1,1,0,0,0,Current,,262406,204,126,0,2025-03-06
1055,21,382895,0,Widowed,Postgraduate,4,1,1468989,48,591656,167335,4,1,562643,106902,0.19,0,0,0,0,0,Current,,800783,58,49,0,2023-11-05
1056,57,308654,27,Married,Graduate,22,4,1121873,120,367482,109035,4,7,804842,458759,0.57,2,3,0,0,0,Current,,931777,266,247,0,2024-01-28
1057,29,100000,4,Married,High School,12,3,471521,180,21802,10930,1,9,144483,93913,0.65,1,2,0,0,0,Current,,184075,148,70,0,2023-02-18
1058,37,233348,15,Single,Graduate,16,2,365848,24,397798,8142,4,8,601827,54164,0.09,0,0,0,0,0,Current,,604824,203,11,0,2024-08-05
1059,29,235702,10,Married,Graduate,13,3,318799,120,263205,102538,4,9,504695,151408,0.3,1,2,4,2,1,DPD90+,11.0,753668,159,83,1,2025-11-22
1060,31,109608,4,Single,Graduate,10,3,355535,36,202457,23043,5,8,194425,46662,0.24,1,1,0,0,0,Current,,268985,130,130,0,2023-06-18
1061,35,446670,9,Single,Postgraduate,9,0,1419046,180,820718,65506,6,4,487866,92694,0.19,0,1,0,0,0,Current,,576028,111,103,0,2025-01-01
1062,44,100000,14,Married,High School,19,1,279544,84,184499,28960,1,8,280539,112215,0.4,2,4,0,0,0,Current,,418425,236,58,0,2023-10-22
1063,58,456276,25,Divorced,Postgraduate,22,0,237076,36,92022,101307,4,3,289964,136283,0.47,1,1,0,0,0,Current,,303364,270,79,1,2023-05-24
1064,55,192196,36,Married,High School,30,1,576313,180,54942,63962,6,1,427113,93964,0.22,0,2,1,0,0,DPD30,23.0,526240,368,185,0,2024-12-12
1065,50,233216,19,Single,Graduate,17,3,1095553,36,460840,58821,4,2,478815,67034,0.14,1,2,4,3,1,DPD90+,5.0,492904,210,77,1,2023-07-10
1066,51,100000,24,Married,High School,21,1,200559,240,100082,35467,2,0,160260,35257,0.22,1,2,0,0,0,Current,,187100,261,71,0,2025-02-02
1067,69,337059,24,Divorced,Graduate,23,2,1636150,36,173422,144815,2,4,371035,118731,0.32,0,2,3,2,0,DPD60,30.0,411730,278,116,1,2025-09-26
1068,25,276112,0,Married,Graduate,4,0,581327,12,428207,31440,6,0,435356,161081,0.37,2,2,0,0,0,Current,,504262,58,57,0,2025-11-27
1069,64,265135,40,Married,Graduate,30,3,299428,24,149895,47227,1,0,711073,234654,0.33,0,0,0,0,0,Current,,1047911,369,323,0,2023-03-02
1070,34,100000,10,Widowed,High School,14,2,229281,48,146807,22967,5,6,259191,101084,0.39,0,0,0,0,0,Current,,314552,171,15,0,2023-09-26
1071,31,157573,4,Married,Graduate,11,1,429504,24,265149,75916,1,1,449627,166361,0.37,1,1,0,0,0,Current,,522660,140,84,0,2025-12-19
1072,29,100000,4,Single,High School,10,1,333258,48,157931,19536,1,7,126948,26659,0.21,2,2,0,0,0,Current,,167620,120,58,0,2023-11-27
1073,54,455865,26,Single,Postgraduate,24,2,1263635,48,266404,92507,2,5,669100,281022,0.42,1,2,4,2,0,DPD60,6.0,897721,290,3,1,2024-03-28
1074,32,305155,7,Widowed,Postgraduate,7,1,889598,48,254241,101820,2,3,166863,86768,0.52,1,1,3,0,1,DPD90+,7.0,248940,94,58,1,2024-05-02
1075,55,242499,18,Married,Graduate,23,0,147512,12,207540,53644,5,8,692910,76220,0.11,1,2,0,0,0,Current,,882094,279,188,0,2024-06-23
1076,55,309577,29,Single,Graduate,25,4,508105,240,312048,147540,7,9,409717,163886,0.4,2,2,0,0,0,Current,,563886,303,259,0,2024-09-16
1077,21,130385,1,Married,Graduate,1,1,247488,120,49073,58587,7,7,196934,31509,0.16,1,1,0,0,0,Current,,234564,18,15,0,2024-02-21
1078,60,165545,21,Married,High School,24,3,818106,24,154340,44107,7,9,458478,68771,0.15,0,1,0,0,0,Current,,497685,298,65,0,2025-10-24
1079,42,153714,17,Widowed,Graduate,22,1,281305,36,160788,50647,4,2,279220,97727,0.35,0,0,0,0,0,Current,,339229,267,11,0,2025-05-14
1080,49,444523,22,Single,Postgraduate,18,3,2015736,180,483122,21272,5,2,851455,93660,0.11,1,2,0,0,0,Current,,1029739,225,25,0,2024-02-13
1081,28,194514,4,Married,Graduate,10,1,363996,120,320715,68848,4,3,182956,98796,0.54,1,1,0,0,0,Current,,221432,127,63,0,2025-03-17
1082,31,100000,7,Divorced,High School,7,1,93249,48,105880,35945,6,8,174665,50652,0.29,3,3,3,3,3,DPD90+,6.0,235397,84,4,1,2024-06-06
1083,61,430853,23,Married,Postgraduate,24,3,695516,48,215438,82902,6,8,1204458,554050,0.46,1,4,0,0,0,Current,,1448928,290,54,0,2024-02-18
1084,57,183794,21,Single,Graduate,21,0,317545,240,246853,23056,3,4,348619,156878,0.45,1,3,0,0,0,Current,,514938,261,60,0,2024-12-26
1085,34,348480,12,Divorced,Postgraduate,10,4,1708290,60,559227,160035,7,8,396497,75334,0.19,1,2,3,2,0,DPD60,25.0,591325,129,80,1,2024-07-17
1086,50,231499,27,Married,Graduate,23,4,818189,60,155746,52045,2,5,133795,36124,0.27,0,1,0,0,0,Current,,168806,281,173,0,2025-11-10
1087,55,179434,28,Married,Graduate,24,0,842005,120,234761,59891,3,7,240576,72172,0.3,0,2,0,0,0,Current,,307750,290,179,0,2024-06-08
1088,41,100000,15,Married,High School,18,1,425747,12,33652,3599,3,7,193147,23177,0.12,0,1,4,3,3,DPD90+,14.0,232512,223,46,1,2025-11-25
1089,57,103245,19,Single,High School,16,4,320440,36,74001,22585,2,9,62621,15655,0.25,1,1,0,0,0,Current,,73754,198,141,0,2024-02-18
1090,25,278562,0,Divorced,Postgraduate,4,0,985899,24,507814,114846,3,6,563943,112788,0.2,3,4,0,0,0,Current,,841777,52,29,0,2025-05-27
1091,39,100000,14,Married,High School,16,0,331176,84,182705,20603,7,3,180853,70532,0.39,1,2,0,0,0,Current,,184529,193,132,0,2024-02-06
1092,34,406583,7,Married,Postgraduate,7,4,1422301,84,476467,125844,1,3,999620,199924,0.2,3,4,0,0,0,Current,,1204585,94,42,0,2024-07-26
1093,46,219474,17,Single,Graduate,15,3,371236,12,311562,26497,4,5,125587,35164,0.28,0,2,0,0,0,Current,,135090,184,155,0,2023-09-15
1094,24,100000,0,Married,High School,7,2,233656,84,171533,21993,7,8,245211,49042,0.2,1,1,4,4,2,DPD90+,21.0,334256,92,8,1,2025-12-10
1095,45,203097,18,Divorced,High School,21,3,643161,24,389779,94494,5,6,366019,109805,0.3,2,4,3,0,0,DPD30,35.0,401604,262,105,0,2023-04-20
1096,65,209483,29,Married,High School,29,1,138610,48,210588,61147,2,4,298790,92624,0.31,1,2,1,0,1,DPD90+,10.0,430951,352,302,1,2025-10-05
1097,62,405061,30,Divorced,Postgraduate,25,3,1082629,84,463824,183463,1,4,1180127,472050,0.4,1,3,0,0,0,Current,,1401092,311,26,0,2024-01-17
1098,45,174450,18,Married,Graduate,17,2,762132,36,150114,79020,6,7,157057,62822,0.4,1,2,3,2,2,DPD90+,19.0,229079,206,1,1,2025-04-16
1099,38,228191,10,Married,Graduate,17,2,619687,36,43439,107977,5,5,422909,215683,0.51,0,0,0,0,0,Current,,631522,210,112,0,2023-02-03
1100,60,282139,20,Married,Graduate,17,0,842313,36,246721,126902,5,0,367472,176386,0.48,0,0,0,0,0,Current,,509163,215,211,0,2025-07-23
1101,28,100000,4,Divorced,High School,5,1,140857,48,159172,2157,5,0,181871,129128,0.71,2,3,1,1,0,DPD60,3.0,238538,62,61,1,2024-04-14
1102,59,216622,36,Married,Graduate,30,0,882636,240,350825,101449,3,8,407398,73331,0.18,3,3,2,0,0,DPD30,27.0,437932,367,210,1,2025-01-31
1103,60,185866,19,Married,High School,22,3,393097,48,332725,15980,3,7,134496,47073,0.35,0,1,0,0,0,Current,,197242,268,90,0,2024-04-25
1104,34,313592,8,Single,Postgraduate,15,3,1506697,48,47151,12281,3,5,675112,202533,0.3,0,0,2,1,0,DPD60,15.0,937348,184,39,1,2025-12-01
1105,52,286845,31,Single,Graduate,28,4,1426112,48,309204,13363,7,0,598417,197477,0.33,0,1,0,0,0,Current,,684602,341,27,0,2025-05-24
1106,58,216183,32,Married,Graduate,29,0,999198,120,56094,40529,3,1,523955,209582,0.4,1,1,0,0,0,Current,,646691,358,198,0,2025-06-10
1107,53,407888,19,Widowed,Graduate,22,0,359734,60,180061,129702,1,9,296390,50386,0.17,1,1,0,0,0,Current,,306417,273,230,0,2025-12-03
1108,43,260731,20,Single,Graduate,17,0,521285,24,470729,55564,3,2,324126,74548,0.23,0,1,0,0,0,Current,,430925,209,16,0,2024-01-01
1109,35,518053,9,Single,Postgraduate,16,0,2462367,120,527762,16715,2,9,1101005,66060,0.06,2,2,0,0,0,Current,,1169963,194,67,0,2025-12-26
1110,53,298656,23,Single,Graduate,20,2,1230582,36,456693,74279,5,2,251416,98052,0.39,3,4,0,0,0,Current,,333318,250,22,0,2024-07-25
1111,45,100000,22,Married,High School,18,4,460032,12,17554,23222,1,1,219399,26327,0.12,0,0,3,0,0,DPD30,20.0,293068,222,73,1,2024-09-05
1112,37,250762,14,Married,Graduate,18,1,771466,240,216360,96113,6,1,162385,29229,0.18,4,5,0,0,0,Current,,188742,224,184,0,2025-02-03
1113,53,153034,25,Single,High School,26,1,407344,60,208855,23600,3,5,204656,24558,0.12,0,1,0,0,0,Current,,301730,323,135,0,2024-04-05
1114,67,163399,33,Married,High School,29,1,160005,12,50676,20329,6,6,427578,166755,0.39,1,3,0,0,0,Current,,594111,348,332,0,2024-03-16
1115,22,343823,0,Married,Postgraduate,1,2,1470744,12,235637,49115,5,3,837459,351732,0.42,3,3,0,0,0,Current,,1045456,15,1,0,2024-06-11
1116,34,387703,13,Married,Postgraduate,15,4,1493872,12,68184,64279,1,0,818790,98254,0.12,1,1,0,0,0,Current,,1194847,183,182,0,2025-09-14
1117,60,360379,22,Married,Postgraduate,21,4,275670,240,475740,110852,5,5,964426,9644,0.01,1,1,0,0,0,Current,,1377124,252,140,0,2025-07-02
1118,60,206108,40,Single,Graduate,30,2,297283,180,400516,50771,6,6,468519,192092,0.41,2,4,0,0,0,Current,,630677,365,208,0,2023-11-28
1119,59,219346,34,Married,Graduate,28,0,659737,84,364715,39857,7,3,394480,232743,0.59,2,2,0,0,0,Current,,424650,337,14,0,2025-04-30
1120,26,100000,3,Single,High School,3,3,357981,84,195051,19967,1,5,294929,126819,0.43,1,1,0,0,0,Current,,368229,46,30,0,2023-10-04
1121,26,100000,2,Single,High School,6,0,111951,84,169892,19804,4,8,223714,114094,0.51,2,3,0,0,0,Current,,320405,82,19,0,2025-09-24
1122,23,250465,0,Married,Postgraduate,6,1,401172,48,430206,121915,7,3,501786,110392,0.22,1,4,0,0,0,Current,,654552,77,19,0,2024-12-02
1123,27,217518,4,Single,Graduate,8,0,297781,60,255691,28677,1,9,331100,139062,0.42,0,1,0,0,0,Current,,421409,96,77,0,2025-02-07
1124,28,340982,3,Married,Postgraduate,4,2,508058,36,361642,140712,3,3,939757,498071,0.53,2,3,0,0,0,Current,,1388596,57,44,0,2025-10-08
1125,62,286135,25,Single,Graduate,29,1,1328584,36,240981,102991,6,9,354599,31913,0.09,1,3,0,0,0,Current,,357532,352,330,0,2023-08-20
1126,35,100000,7,Single,High School,10,3,372118,120,164528,2267,5,4,52304,37135,0.71,1,2,1,1,0,DPD60,21.0,52619,125,111,1,2025-04-27
1127,67,268306,27,Divorced,Graduate,26,1,1024119,60,108672,133274,5,2,266119,77174,0.29,1,3,0,0,0,Current,,384917,321,125,0,2023-01-30
1128,49,186520,20,Married,Graduate,25,0,759692,180,29775,71454,5,9,144328,30308,0.21,1,1,0,0,0,Current,,147108,301,93,0,2025-06-24
1129,53,155024,27,Married,High School,24,4,326260,60,294296,53882,2,1,201141,98559,0.49,1,1,4,4,2,DPD90+,9.0,234585,288,237,1,2023-08-22
1130,50,347790,24,Divorced,Postgraduate,24,4,1374581,48,19951,74620,2,8,891975,107037,0.12,1,1,0,0,0,Current,,1304078,294,248,0,2023-11-12
1131,59,279563,21,Married,Graduate,21,4,1370658,36,546494,80094,3,0,595140,154736,0.26,0,0,0,0,0,Current,,800806,252,143,0,2025-11-20
1132,47,180720,15,Married,High School,14,1,658322,24,265886,25584,4,4,166705,35008,0.21,1,3,0,0,0,Current,,220730,174,63,0,2025-10-10
1133,56,238064,26,Married,Graduate,24,4,565494,36,164400,8815,2,4,588507,70620,0.12,1,2,0,0,0,Current,,781831,288,23,0,2025-05-25
1134,49,444642,18,Single,Postgraduate,16,2,1655677,120,627278,187323,1,7,782814,414891,0.53,1,1,0,0,0,Current,,907141,200,171,0,2025-02-05
1135,58,148122,22,Single,High School,22,3,674484,180,243639,66701,7,5,263921,52784,0.2,2,3,0,0,0,Current,,333930,268,10,0,2025-03-30
1136,53,417688,28,Married,Postgraduate,24,4,450863,60,220729,40927,6,5,586968,240656,0.41,3,3,0,0,0,Current,,771855,293,256,0,2024-07-24
1137,57,136820,26,Single,High School,29,2,231749,12,212515,54425,3,5,364152,120170,0.33,1,1,0,0,0,Current,,419815,354,177,0,2023-11-21
1138,47,375305,21,Single,Postgraduate,22,2,1740226,36,607438,141022,7,3,486327,306386,0.63,0,2,0,0,0,Current,,679730,264,254,0,2023-06-04
1139,53,251086,21,Single,Graduate,24,1,1194679,48,134642,26519,4,0,184635,81239,0.44,0,0,0,0,0,Current,,214338,295,290,0,2024-04-26
1140,24,129113,2,Single,Graduate,10,1,345845,48,17011,28724,7,2,162272,21095,0.13,0,1,0,0,0,Current,,168068,125,95,0,2023-04-16
1141,42,218487,11,Single,Graduate,16,3,477498,12,97890,48705,1,9,499982,104996,0.21,0,1,0,0,0,Current,,550343,203,39,0,2023-08-06
1142,22,270886,0,Single,Postgraduate,5,3,480150,240,119531,104232,5,5,580767,69692,0.12,0,2,0,0,0,Current,,699362,61,32,0,2024-08-09
1143,30,240339,4,Single,Graduate,8,0,659582,48,42592,101441,2,4,233139,158534,0.68,0,1,0,0,0,Current,,338990,96,80,0,2023-03-16
1144,25,100000,1,Single,Graduate,6,3,470539,24,146571,6549,1,9,77946,31178,0.4,0,0,0,0,0,Current,,94149,72,22,0,2024-08-21
1145,30,100000,5,Married,High School,5,1,117414,240,79095,29022,4,0,215216,77477,0.36,1,2,0,0,0,Current,,224879,63,36,1,2025-04-09
1146,53,419195,26,Single,Postgraduate,28,2,1001556,48,743883,161658,3,4,918431,91843,0.1,1,2,0,0,0,Current,,1008646,338,23,0,2025-11-26
1147,58,278760,29,Divorced,Graduate,25,0,1282919,48,151013,110771,7,1,394549,86800,0.22,3,3,0,0,0,Current,,501958,310,281,0,2023-04-25
1148,33,400469,7,Divorced,Postgraduate,11,3,829386,84,373959,36457,1,0,1044024,104402,0.1,1,2,0,0,0,Current,,1136762,137,134,0,2025-02-03
1149,51,100000,26,Married,High School,29,2,395636,180,129608,27224,3,3,294551,123711,0.42,1,1,0,0,0,Current,,303969,357,247,0,2025-04-24
1150,67,306326,25,Married,Graduate,23,1,689744,60,539457,132218,5,5,310649,62129,0.2,1,1,0,0,0,Current,,421679,283,90,0,2023-06-25
1151,56,155007,30,Married,Graduate,26,4,638965,180,166324,26798,4,6,301127,87326,0.29,3,4,4,3,2,DPD90+,26.0,419221,312,253,1,2025-10-05
1152,65,260080,28,Single,Graduate,27,0,1278165,12,202439,58272,4,8,133516,52071,0.39,1,1,2,0,1,DPD90+,13.0,190302,335,6,1,2025-04-20
1153,44,273344,17,Divorced,Graduate,22,2,613711,48,475804,111002,7,4,623944,199662,0.32,0,1,4,0,0,DPD30,12.0,887227,270,19,1,2024-06-07
1154,35,100000,14,Single,High School,17,1,430294,12,65498,6287,2,7,153570,50678,0.33,2,3,0,0,0,Current,,182691,211,19,0,2023-09-21
1155,49,246584,26,Divorced,Graduate,28,1,1220066,36,50519,106661,6,7,242434,36365,0.15,1,3,0,0,0,Current,,331464,340,110,0,2023-07-21
1156,28,133348,6,Married,Graduate,12,0,657037,120,122391,22583,4,8,317442,120627,0.38,2,5,0,0,0,Current,,410061,151,111,0,2025-08-09
1157,25,100000,0,Single,High School,7,0,245196,12,158093,2069,1,2,252662,20212,0.08,3,4,0,0,0,Current,,255613,94,87,0,2023-10-24
1158,49,199939,18,Married,Graduate,19,3,537021,60,21997,26471,1,2,155535,35773,0.23,2,2,0,0,0,Current,,186766,228,140,0,2023-08-14
1159,67,216168,32,Married,Graduate,27,3,403219,12,257773,13610,1,8,130238,7814,0.06,0,2,0,0,0,Current,,133681,325,13,0,2023-01-20
1160,24,100000,0,Single,High School,5,0,191308,84,120920,6434,5,6,133519,56077,0.42,0,2,0,0,0,Current,,139083,63,22,0,2023-08-28
1161,32,333024,5,Married,Postgraduate,11,0,904532,240,619643,117411,4,3,687686,199428,0.29,1,2,0,0,0,Current,,706942,132,76,0,2024-08-22
1162,65,471757,30,Married,Postgraduate,30,2,661560,36,287114,57888,4,0,1171631,468652,0.4,2,4,4,0,0,DPD30,16.0,1734568,364,229,1,2025-12-16
1163,22,203666,0,Married,Graduate,2,3,753575,84,120922,95453,1,6,379868,121557,0.32,1,2,0,0,0,Current,,540210,33,31,0,2024-09-02
1164,47,154515,11,Single,High School,15,1,450162,48,140445,41393,7,9,301593,57302,0.19,1,2,1,1,0,DPD60,33.0,367808,182,77,1,2023-10-08
1165,51,401009,21,Single,Postgraduate,22,3,1821104,84,299146,96581,2,5,1002380,120285,0.12,1,1,0,0,0,Current,,1126673,265,23,0,2024-03-05
1166,56,334117,23,Divorced,Graduate,25,3,1385790,24,496455,76331,7,2,608797,359190,0.59,1,2,0,0,0,Current,,630850,306,205,0,2025-03-13
1167,56,199453,13,Married,Graduate,18,0,389156,48,259571,70295,2,4,404467,238635,0.59,1,2,0,0,0,Current,,491669,217,70,0,2024-12-24
1168,46,282537,15,Married,Graduate,16,0,784356,120,432252,66985,4,2,505894,328831,0.65,1,1,0,0,0,Current,,657751,200,125,0,2023-01-14
1169,63,306563,31,Widowed,Graduate,25,3,1188641,84,505547,25054,7,7,828071,49684,0.06,0,1,0,0,0,Current,,1158100,305,240,0,2024-09-24
1170,47,244985,23,Single,Graduate,26,4,335482,240,453176,108401,4,4,266737,88023,0.33,4,5,0,0,0,Current,,273613,319,314,0,2023-03-09
1171,25,191683,0,Married,Graduate,8,4,123096,120,170660,43249,3,9,222349,97833,0.44,3,5,0,0,0,Current,,268805,98,67,0,2025-02-19
1172,40,152355,14,Divorced,Graduate,14,3,660515,12,300163,8459,4,9,124916,14989,0.12,6,6,0,0,0,Current,,185928,172,138,0,2025-10-01
1173,31,261195,9,Married,Postgraduate,10,4,292270,84,122902,71592,7,5,665699,213023,0.32,2,3,0,0,0,Current,,705880,122,95,0,2023-09-13
1174,30,282589,5,Single,Graduate,9,3,1272314,36,407779,93459,1,1,432203,116694,0.27,3,3,0,0,0,Current,,518708,116,68,0,2023-11-14
1175,60,259876,34,Single,Graduate,30,0,1198349,180,283607,39573,6,7,355961,67632,0.19,1,1,0,0,0,Current,,404915,360,326,0,2025-03-31
1176,58,403020,21,Married,Postgraduate,21,0,1037031,12,662144,162885,5,8,1190267,59513,0.05,2,2,3,3,3,DPD90+,5.0,1270038,259,215,1,2025-07-15
1177,26,101861,3,Single,Graduate,10,0,420738,24,99793,34784,4,2,286943,126254,0.44,1,1,0,0,0,Current,,407307,125,8,0,2025-04-27
1178,28,100000,7,Divorced,Graduate,6,1,213436,36,157868,33216,4,5,292996,79108,0.27,1,2,2,0,0,DPD30,19.0,395121,78,28,0,2024-02-02
1179,43,213700,20,Single,Graduate,18,0,932200,36,398300,47440,1,5,182873,117038,0.64,1,2,0,0,0,Current,,220504,217,183,0,2025-11-12
1180,67,270504,39,Single,Graduate,30,0,1139110,120,399797,130307,3,1,737969,273048,0.37,0,2,0,0,0,Current,,874149,366,255,0,2023-10-12
1181,46,378104,17,Single,Postgraduate,17,3,322648,180,591121,57324,6,9,499768,219897,0.44,2,2,0,0,0,Current,,706609,204,67,0,2024-12-08
1182,66,293229,24,Married,Graduate,28,4,915375,240,53072,87176,4,7,155892,32737,0.21,3,4,0,0,0,Current,,162968,342,205,0,2024-12-13
1183,63,578367,32,Divorced,Postgraduate,27,4,1954877,120,260072,97366,2,4,854968,324887,0.38,1,3,2,2,2,DPD90+,16.0,917736,334,161,1,2024-02-20
1184,32,100000,12,Married,High School,18,0,50385,180,194989,37750,2,7,177299,79784,0.45,0,1,1,1,1,DPD90+,9.0,257664,223,114,1,2024-12-06
1185,46,172796,10,Divorced,High School,15,0,848364,84,242210,7419,2,7,133148,11983,0.09,3,3,0,0,0,Current,,187552,181,80,0,2023-09-06
1186,33,287521,5,Single,Graduate,12,0,669795,24,329161,12084,5,2,530244,74234,0.14,0,0,0,0,0,Current,,735681,153,145,0,2023-07-24
1187,60,315217,37,Single,Graduate,30,3,891447,12,241331,128990,5,4,803380,257081,0.32,1,2,0,0,0,Current,,1054024,361,134,0,2024-08-10
1188,38,100000,13,Divorced,High School,15,3,137661,36,13655,22844,6,6,144412,69317,0.48,3,4,0,0,0,Current,,165528,182,174,0,2025-09-07
1189,45,143311,20,Divorced,Graduate,25,3,465636,240,110322,26335,4,4,198000,118800,0.6,2,2,0,0,0,Current,,290543,309,270,0,2023-07-15
1190,53,277676,21,Divorced,Graduate,20,4,1151741,120,284029,86527,4,5,374036,52365,0.14,1,1,0,0,0,Current,,466024,243,211,0,2025-09-19
1191,67,202128,40,Married,High School,30,1,633977,24,93453,72141,4,1,567522,73777,0.13,1,1,0,0,0,Current,,647150,367,165,0,2023-03-15
1192,60,524861,36,Married,Postgraduate,30,4,2123670,12,203444,61186,5,7,326408,124035,0.38,0,0,0,0,0,Current,,386071,371,370,0,2023-05-24
1193,63,100000,40,Single,High School,30,3,378998,24,104141,10900,6,4,161269,85472,0.53,3,3,4,0,0,DPD30,18.0,162626,362,107,1,2023-06-11
1194,32,171388,3,Divorced,Graduate,5,2,268986,36,204382,82251,4,5,199066,25878,0.13,1,1,0,0,0,Current,,224462,65,29,0,2023-07-27
1195,64,375368,40,Single,Postgraduate,30,1,923839,84,194380,113751,1,0,1026450,359257,0.35,3,4,0,0,0,Current,,1122913,369,220,0,2025-08-21
1196,56,369991,21,Married,Postgraduate,19,0,432453,240,442290,76682,3,9,273841,2738,0.01,1,1,0,0,0,Current,,292401,238,209,0,2024-03-08
1197,68,183863,35,Married,High School,30,4,126628,180,331994,74407,7,1,281054,123663,0.44,4,4,0,0,0,Current,,285570,367,49,0,2025-07-31
1198,24,271241,0,Single,Postgraduate,6,1,212601,240,263832,73798,2,3,411483,230430,0.56,0,3,0,0,0,Current,,458160,81,2,0,2023-04-17
1199,25,115543,2,Divorced,Graduate,4,2,547818,180,198954,15713,2,8,314390,25151,0.08,4,5,2,1,0,DPD60,35.0,330662,49,6,1,2023-10-06
1200,57,308819,31,Single,Graduate,25,1,1522606,120,573841,36821,1,5,320780,131519,0.41,0,0,3,3,3,DPD90+,12.0,328020,303,89,1,2025-04-24
1201,28,201044,4,Married,Graduate,6,4,186447,84,46273,42318,4,7,424652,152874,0.36,0,3,0,0,0,Current,,453809,72,70,1,2025-08-14
1202,62,447000,34,Married,Postgraduate,30,3,897741,180,105864,193439,6,1,373698,123320,0.33,0,0,0,0,0,Current,,411516,370,193,0,2024-09-05
1203,69,257826,40,Married,Graduate,30,0,261665,84,252227,12761,6,9,743812,193391,0.26,2,2,0,0,0,Current,,898510,367,46,0,2025-05-27
1204,48,311581,23,Married,Graduate,27,3,1325474,24,372900,38914,5,4,617720,105012,0.17,2,2,4,4,4,DPD90+,26.0,798000,324,63,1,2024-06-23
1205,51,243869,14,Single,Graduate,18,3,666576,240,214720,109427,4,0,503746,30224,0.06,1,1,4,0,1,DPD90+,32.0,584916,227,119,1,2023-07-31
1206,29,469811,2,Married,Postgraduate,6,4,1548345,240,322562,36848,6,3,744384,297753,0.4,2,2,0,0,0,Current,,796959,80,21,0,2024-09-22
1207,49,396669,23,Married,Postgraduate,20,3,1162081,36,515645,127814,4,9,537766,177462,0.33,3,3,0,0,0,Current,,790603,245,236,0,2025-07-02
1208,34,100000,7,Married,High School,14,3,369614,240,5405,12248,2,0,103169,30950,0.3,0,1,0,0,0,Current,,129727,179,27,0,2024-04-14
1209,60,277327,26,Single,Postgraduate,25,4,536931,24,537388,86197,7,8,557418,234115,0.42,0,0,0,0,0,Current,,764186,311,191,0,2025-09-09
1210,61,160436,25,Single,High School,27,4,179482,36,80627,32711,7,1,463083,37046,0.08,0,0,0,0,0,Current,,623873,326,279,0,2024-03-06
