age,income_inr,employment_years,marital_status,education_level,credit_history_length,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_credit_limit,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,oldest_trade_open_months,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_credit_limit,log_total_current_balance,log_max_credit_exposure
60,259876,34,0,1,30,0,1198349,180,283607,39573,6,7,355961,67632,0.19,0,2,457078,368,41,1,2024-07,12.467963721138396,13.996456168578298,12.55534828198696,10.585927615952386,12.782579262563846,11.121851308597426,13.032611521457435
58,403020,21,1,2,21,0,1037031,12,662144,162885,5,8,1190267,59513,0.05,1,1,1496190,253,55,0,2024-08,12.906743948752325,13.851873344980495,13.403239844167498,12.000805848600999,13.989689049815762,10.99396685797405,14.218433103163745
26,101861,3,0,1,10,0,420738,24,99793,34784,4,2,286943,126254,0.44,0,1,319634,125,101,1,2024-05,11.531374235038689,12.949767967920447,11.510863340251781,10.456941538357741,12.567042353751773,11.746058950313786,12.67493499876813
28,100000,7,2,1,6,1,213436,36,157868,33216,4,5,292996,79108,0.27,2,5,327555,79,71,0,2025-08,11.51293546492023,12.271096986138353,11.969520854179999,10.41081707204541,12.587917649038937,11.278581927308574,12.699414311806327
43,213700,20,0,1,18,0,932200,36,398300,47440,1,5,182873,117038,0.64,1,2,253096,217,115,0,2023-04,12.272333120753473,13.745303735651376,12.894963279836933,10.767242112707454,12.11655267009148,11.670262491570014,12.441528093440446
67,270504,39,0,1,30,0,1139110,120,399797,130307,3,1,737969,273048,0.37,0,0,744865,365,253,0,2023-04,12.508045861386195,13.945758691587931,12.898714698534674,11.7776561580049,13.511658452349856,12.517406545240688,13.520959615412096
46,378104,17,0,2,17,3,322648,180,591121,57324,6,9,499768,219897,0.44,2,2,694405,208,202,0,2023-02,12.842927213806398,12.68432032402554,13.289777704864575,10.956492107726104,13.121901270649447,12.300919081458291,13.450812082843944
66,293229,24,1,1,28,4,915375,240,53072,87176,4,7,155892,32737,0.21,2,4,196953,342,43,0,2024-05,12.588712562996394,13.727090188811225,10.879423603336724,11.375695813638007,11.956925153460514,10.3962917617043,12.190725477916093
63,578367,32,2,2,27,4,1954877,120,260072,97366,2,4,854968,324887,0.38,1,2,1255188,333,166,0,2024-09,13.267965623261627,14.485838345362316,12.46871763982013,11.486242623186971,13.658820489951644,12.691235786533731,14.042796716818902
32,100000,12,1,0,18,0,50385,180,194989,37750,2,7,177299,79784,0.45,1,2,265711,220,155,0,2023-09,11.51293546492023,10.82746863769429,12.180703554179633,10.53876724439254,12.0855984920623,11.287090795844527,12.490168294446534
46,172796,10,2,0,15,0,848364,84,242210,7419,2,7,133148,11983,0.09,0,1,177318,182,32,0,2024-08,12.059872774090275,13.651066246696278,12.397564526080542,8.911934336161426,11.799224080887177,9.391327705757,12.08570564932132
33,287521,5,0,1,12,0,669795,24,329161,12084,5,2,530244,74234,0.14,1,2,639542,149,115,0,2025-04,12.569054658031034,13.41472846739249,12.704305309773616,9.399720293137584,13.18109444286809,11.214991016054096,13.368509137771799
60,315217,37,0,1,30,3,891447,12,241331,128990,5,4,803380,257081,0.32,1,1,994217,366,327,0,2024-08,12.661019741934327,13.700602385924586,12.393928857822603,11.767497913468087,13.596584351137997,12.457150379134438,13.809711777487868
38,100000,13,2,0,15,3,137661,36,13655,22844,6,6,144412,69317,0.48,0,1,159157,180,176,1,2023-07,11.51293546492023,11.832556684395415,9.521934264474277,10.036487553997372,11.880432529089443,11.146459891711073,11.977652698490562
45,143311,20,2,1,25,3,465636,240,110322,26335,4,4,198000,118800,0.6,0,2,207824,307,282,1,2025-11,11.872779350714977,13.051161639595954,11.611167705716008,10.178692103476797,12.19602736016897,11.685205103383671,12.244451658399289
53,277676,21,2,1,20,4,1151741,120,284029,86527,4,5,374036,52365,0.14,3,5,482275,247,214,1,2025-03,12.534213846674367,13.956786136822227,12.556835145367303,11.368223339962581,12.832110001984654,10.866012804749818,13.08627184325972
67,202128,40,1,0,30,1,633977,24,93453,72141,4,1,567522,73777,0.13,2,4,796090,363,58,0,2024-02,12.21666138641767,13.359769532501836,11.44522461560597,11.186391677943483,13.249036556150793,11.208815863166008,13.587468779900343
60,524861,36,1,2,30,4,2123670,12,203444,61186,5,7,326408,124035,0.38,6,7,369129,367,332,1,2025-07,13.17089064987791,14.568656752924431,12.223150977064925,11.0216900276358,12.695906475221358,11.728327125032374,12.818904164501385
63,100000,40,0,0,30,3,378998,24,104141,10900,6,4,161269,85472,0.53,1,2,195107,362,182,1,2025-05,11.51293546492023,12.845288845538654,11.553510631448937,9.296609807128359,11.990835257974561,11.355955815579172,12.181308530383555
32,171388,3,2,1,5,2,268986,36,204382,82251,4,5,199066,25878,0.13,4,4,254284,64,50,1,2023-02,12.051691105723467,12.502418330278635,12.227750963598446,11.31754298444141,12.20139673045857,10.161187107991946,12.446210964220246
64,375368,40,0,2,30,1,923839,84,194380,113751,1,0,1026450,359257,0.35,1,3,1492405,362,174,0,2024-12,12.835664821141902,13.736294175456708,12.177575429606426,11.64177591907621,13.841617779279854,12.7917960723085,14.215900140690932
56,369991,21,1,2,19,0,432453,240,442290,76682,3,9,273841,2738,0.01,0,0,292822,229,186,0,2025-07,12.821236662765035,12.977231241316115,12.999723315469423,11.247435320024945,12.520306576712308,7.915348169263078,12.587323609896822
68,183863,35,1,0,30,4,126628,180,331994,74407,7,1,281054,123663,0.44,2,2,314342,364,256,1,2023-02,12.121951632864766,11.74901683039065,12.712875187544256,11.217318741922304,12.546305658700723,11.725323489346652,12.658240025390848
24,271241,0,0,2,6,1,212601,240,263832,73798,2,3,411483,230430,0.56,0,0,600462,79,32,0,2024-02,12.51076669031432,12.267177152183459,12.483071606210418,11.209100460361258,12.927525416204814,12.347706747364132,13.305456303283307
25,115543,2,2,1,4,2,547818,180,198954,15713,2,8,314390,25151,0.08,1,1,320604,56,16,1,2025-01,11.657406688781002,13.213700219400943,12.200833947481971,9.662307313735766,12.65839271317326,10.132692695228933,12.677965114793931
57,308819,31,0,1,25,1,1522606,120,573841,36821,1,5,320780,131519,0.41,1,1,426014,304,90,0,2024-06,12.640513861874854,14.235934555242867,13.26010937608631,10.513850771617152,12.678513926287843,11.786914210290007,12.962229835899212
28,201044,4,1,1,6,4,186447,84,46273,42318,4,7,424652,152874,0.36,1,1,560439,74,70,1,2023-01,12.211284042580706,12.135907658813045,10.742335527267628,10.652991436763397,12.95902764382467,11.937375872989474,13.236477468485168
62,447000,34,1,2,30,3,897741,180,105864,193439,6,1,373698,123320,0.33,1,2,445308,371,141,0,2024-10,13.010316110729669,13.707638000881818,11.569919976490036,12.17272266584862,12.831205939526726,11.722545990951964,13.006523702199198
69,257826,40,1,1,30,0,261665,84,252227,12761,6,9,743812,193391,0.26,1,1,917925,362,358,0,2025-11,12.460044096353833,12.47482416032249,12.43808871934798,9.454227284428292,13.519544938136988,12.172474496099237,13.72987205633168
48,311581,23,1,1,27,3,1325474,24,372900,38914,5,4,617720,105012,0.17,2,4,881769,331,6,0,2025-08,12.649417824943052,14.097281443726107,12.829068247847415,10.569135059393489,13.333792178192066,11.561839430999703,13.68968653000721
51,243869,14,0,1,18,3,666576,240,214720,109427,4,0,503746,30224,0.06,0,0,545300,218,140,0,2023-03,12.404390575408728,13.409910940810173,12.277094789982627,11.603022077721667,13.12982943689031,10.316424675482994,13.209093214765396
29,469811,2,1,2,6,4,1548345,240,322562,36848,6,3,744384,297753,0.4,1,2,830571,80,9,1,2024-04,13.060087893664901,14.252697822368116,12.684053744977074,10.514583760207204,13.520313653090465,12.60402292121631,13.629869899039905
49,396669,23,1,2,20,3,1162081,36,515645,127814,4,9,537766,177462,0.33,0,1,675528,249,84,0,2025-08,12.890859979745638,13.965723781890421,13.153175762514477,11.758339184930167,13.19518065983345,12.086517415464515,13.423251366622976
34,100000,7,1,0,14,3,369614,240,5405,12248,2,0,103169,30950,0.3,2,4,124305,168,59,1,2025-03,11.51293546492023,12.820217202341725,8.595264726836392,9.413199579987685,11.544133392094421,10.340160587768485,11.730501546647586
60,277327,26,0,2,25,4,536931,24,537388,86197,7,8,557418,234115,0.42,0,0,717500,300,219,0,2024-05,12.532956200181092,13.193626736050101,13.194477506029585,11.36440225452647,13.23107248028076,12.363571998003778,13.483529620343164
61,160436,25,0,0,27,4,179482,36,80627,32711,7,1,463083,37046,0.08,1,2,676295,328,67,0,2025-03,11.98565662113026,12.097835774904539,11.29760126270815,10.395497262044477,13.04566374209872,10.519942655785933,13.424386129010571
42,144029,13,0,0,19,2,83434,84,264774,9909,7,6,201565,126985,0.63,0,0,293992,231,152,0,2025-10,11.877776890193095,11.331823164581003,12.48663568771187,9.201299627324033,12.213872150162555,11.751832123143798,12.591311236513558
31,100000,9,1,0,11,3,250561,48,26257,29958,2,2,270789,154349,0.57,1,1,301932,134,15,1,2023-09,11.51293546492023,12.43146167387277,10.175725983494056,10.307585059236986,12.509098891716555,11.946978029930305,12.617960417439065
43,345058,14,0,1,20,1,1582178,180,177452,120032,5,1,300870,27078,0.09,1,2,346323,240,226,0,2023-08,12.751470695884938,14.274313568823027,12.086461064102487,11.695521983958614,12.61443688043946,10.206513798722508,12.75513003206071
21,252779,0,2,1,1,0,473631,12,128412,87595,7,3,717971,193852,0.27,3,3,776151,18,18,0,2023-09,12.440274824201117,13.068185927836915,11.763006911218875,11.38049061378148,13.484185850055466,12.17485541886274,13.56210365627276
66,150632,30,1,0,30,0,208144,84,300133,49072,2,6,207302,149257,0.72,2,3,303468,360,352,0,2023-06,11.922601693849858,12.245990231196007,12.611984320579145,10.801064264366158,12.241936770099185,11.913431631158382,12.623034742584478
57,143367,28,1,0,24,4,669121,24,8454,37290,4,6,207784,93502,0.45,1,5,249118,293,21,1,2024-11,11.873170030223225,13.413721684218418,9.042513261332681,10.526507289654278,12.244259170248746,11.445748800323544,12.425685972930031
41,416671,10,2,2,16,4,406053,84,540545,112229,7,8,690467,331424,0.48,1,2,845720,201,1,0,2025-12,12.940054620528455,12.914241434665607,13.200335018823036,11.628305616010302,13.44512490752806,12.71115681866705,13.647944796962548
46,491399,15,0,2,17,2,360246,12,857928,159757,1,2,1128060,338418,0.3,2,3,1580773,205,126,0,2023-09,13.105013739069216,12.794545186276782,13.662276624463331,11.981415449233168,13.936010787592162,12.732040051710149,14.27342515847206
66,478928,31,2,2,27,3,2134754,24,651789,168259,5,6,1101119,308313,0.28,0,1,1383541,327,267,0,2024-12,13.079307639936843,14.573862443961746,13.38747770313842,12.033265681104805,13.911838401591252,12.638874023157854,14.140157435536548
56,419275,24,1,2,21,4,1532069,240,317529,140180,1,5,712336,206577,0.29,3,3,754989,259,202,0,2025-12,12.946284693266449,14.242130320144836,12.668327581040131,11.850689723714133,13.476306393022828,12.238433344034428,13.534459783110332
43,259338,18,2,1,22,4,622231,84,497592,78251,4,9,468852,89081,0.19,0,0,571495,266,108,0,2023-12,12.465891365153434,13.341068292531405,13.117537752784042,11.267689667181203,13.058044565462257,11.397312572848051,13.2560127630674
21,100000,0,2,0,7,0,388554,180,179236,9480,5,6,57502,17250,0.3,2,3,75630,92,88,1,2023-01,11.51293546492023,12.870190008911303,12.096464231424592,9.15704507491796,10.959592399337474,9.755625391793744,11.233621531028959
60,325464,26,0,1,29,3,1248636,120,291684,39412,1,6,410326,180543,0.44,2,3,557881,352,177,0,2023-10,12.69301020796761,14.037563114359898,12.583429731839072,10.581850990103325,12.924709681773354,12.103729794361668,13.231902749466563
35,100798,8,1,1,14,2,68570,240,117731,14606,5,9,137593,17887,0.13,0,1,181990,173,100,0,2025-04,11.520883713935275,11.13562498380923,11.67616613395139,9.589256144850811,11.832062598879507,9.791885375954825,12.111712514286763
41,231951,17,1,1,17,4,821828,240,449210,107030,4,4,439968,149589,0.34,2,2,466185,205,129,1,2025-10,12.354285732690679,13.619287623200162,13.015247989525228,11.580873791109585,12.994459548866951,11.915653497368506,13.052339975102853
67,318626,36,1,1,30,4,1078206,48,626416,122514,6,8,604035,157049,0.26,2,3,695952,360,321,0,2025-05,12.671776418630078,13.890810034280616,13.347771562498643,11.715988750450245,13.31138907778979,11.964319504966793,13.453037408300757
29,100000,1,0,0,2,4,483700,120,92715,28537,7,6,227474,104638,0.46,1,1,310907,28,26,1,2024-11,11.51293546492023,13.089222226206084,11.437296336444568,10.258991811490521,12.334795621224892,11.558271610070438,12.647252327462331
29,224049,7,0,1,7,0,1086593,60,381405,31588,5,6,513647,51364,0.1,0,1,739700,84,17,0,2025-08,12.319624520214289,13.89855859127316,12.851619703540186,10.360564237707871,13.149293484934892,10.846712285650364,13.514001329474464
30,295270,9,1,1,13,4,649622,120,188636,21622,7,2,321261,150992,0.47,0,2,328840,159,139,1,2023-08,12.595648857694531,13.384147473606754,12.14757981233685,9.981512841973895,12.680012268579523,11.92498875710662,12.703329630254025
46,236293,14,1,1,18,4,745336,48,183135,106663,7,0,573121,229248,0.4,1,1,585222,223,195,1,2023-11,12.372832071401087,13.521591744076021,12.117984325208829,11.577438985795295,13.25885388751897,12.342564028059034,13.279748250158232
61,314503,34,3,1,30,0,357309,12,116807,141048,6,4,172664,39712,0.23,2,3,228210,371,125,0,2023-07,12.658752073642706,12.786359031305272,11.6682868401814,11.8568626267205,12.059108580017272,10.589433868992689,12.338025918578781
55,351375,13,1,1,12,4,280767,48,160898,25697,4,7,804790,338011,0.42,3,3,1025321,145,10,0,2024-10,12.769612154167074,12.545283984525886,11.988532117920764,10.154168446843427,13.598337895362498,12.73083667679352,13.840517267562479
45,100000,20,1,0,20,3,244750,36,133090,40266,5,4,75515,8306,0.11,0,1,81380,245,66,1,2024-07,11.51293546492023,12.407996646186248,11.798788383764899,10.603287553926174,11.232099833314933,9.02485381183907,11.306897109511642
46,100000,21,0,0,19,3,360446,240,104602,23438,5,9,232412,53454,0.23,1,2,296126,239,32,1,2023-04,11.51293546492023,12.795100206868417,11.557927510890012,10.062156580664855,12.356271240433285,10.8865954574476,12.59854369534288
31,369946,7,0,2,9,0,1130157,60,185234,64927,6,2,672486,464015,0.69,0,0,1000150,117,16,0,2023-03,12.821115031116872,13.937868003923047,12.129380568220032,11.081034242625542,13.418738059416269,13.047674313372497,13.815661546564922
58,131900,20,1,1,21,3,320972,48,110225,49432,2,8,210134,54634,0.26,1,2,276420,256,112,1,2025-04,11.789806920177805,12.679112286424996,11.610288082536993,10.808373496346844,12.255505460298323,10.908429982004845,12.52968034483471
22,100000,4,2,0,10,2,418150,180,77770,31487,6,1,222666,53439,0.24,4,4,272670,120,26,1,2025-11,11.51293546492023,12.943597890293121,11.26152389003502,10.35736179985198,12.31343266085554,10.886314808210527,12.516021219211028
27,340980,4,1,2,12,4,1389467,60,673555,134487,6,2,201494,72537,0.36,2,2,284865,151,104,0,2025-08,12.739582036238248,14.144431498032645,13.420326419111683,11.809230254712894,12.213519846165223,11.191865841461494,12.55977417324506
38,100000,12,1,0,11,2,379373,36,171445,5567,6,3,105867,23290,0.22,4,4,117132,136,74,1,2024-08,11.51293546492023,12.846277804878094,12.052023627201876,8.624791202014256,11.569948314066137,10.055822298839407,11.671065320303157
47,152089,15,2,1,20,3,128765,24,122665,26299,4,9,310428,102441,0.33,0,0,374737,248,184,0,2023-01,11.932227729866414,11.765752082649536,11.71722049368558,10.177324218165856,12.645710490762143,11.537052063746463,12.833982394104584
54,100000,13,2,0,13,0,408411,180,183213,17327,3,0,261803,81158,0.31,0,1,330888,157,100,0,2024-05,11.51293546492023,12.92003174779886,12.118410147516341,9.760078969240771,12.475351411180025,11.30416547252328,12.709538250685652
47,187715,18,0,1,23,0,870508,24,134805,33466,6,3,272706,84538,0.31,0,1,341501,281,94,1,2025-11,12.142685461349771,13.676833377022632,11.811591986855543,10.418315157681416,12.516153237737822,11.344968245330689,12.741108814491206
37,192131,11,0,1,12,2,147458,180,259839,50182,5,3,220355,30849,0.14,0,1,321825,150,137,0,2025-03,12.165937914790055,11.90130545002058,12.46782133595545,10.823431602908185,12.302999699307179,10.336892029333534,12.681766305801808
63,195772,28,0,0,25,3,451748,60,378812,30510,1,8,351771,133672,0.38,2,4,403247,300,5,0,2025-11,12.184711103757992,13.0208819948383,12.844797958606975,10.32584255331256,12.770738517441568,11.803151798044262,12.907307036272739
64,446308,22,1,2,23,4,2208153,180,361975,104125,2,7,917514,155977,0.17,1,2,943435,285,7,1,2025-07,13.008766816221787,14.607667430323769,12.799333190267534,11.553356983264564,13.729424207551064,11.957470250645597,13.757283808951591
44,171640,22,3,1,26,3,548660,60,236138,33732,6,1,266086,71843,0.27,3,3,388003,315,65,0,2024-11,12.05316036523624,13.215236043429664,12.372175893676154,10.426231865695646,12.491578601958038,11.182252380713352,12.86877092783062
45,306266,15,0,1,19,3,860943,12,192044,114219,6,6,824399,140147,0.17,2,2,913874,229,219,1,2025-08,12.632212549504521,13.665784740644227,12.16548499854839,11.645881692218854,13.622411127998442,11.850454286066565,13.725449079595617
27,100000,0,0,0,4,0,129850,24,56930,30968,2,5,180859,54257,0.3,1,3,215134,54,12,0,2025-11,11.51293546492023,11.774142918254926,10.949595287222088,10.3407419831337,12.105478530294471,10.901505725968535,12.27902101703544
26,181313,0,2,1,3,1,552041,84,212064,60511,6,6,106894,34206,0.32,0,0,135268,38,16,1,2024-12,12.107985613838846,13.221379409321289,12.264648110434402,11.010596971458185,11.579602323234509,10.440185580469512,11.815020667433751
44,100000,8,1,0,10,4,247569,36,195956,12108,5,3,105763,28556,0.27,0,1,157369,128,48,1,2023-03,11.51293546492023,12.41944864928533,12.185650526388539,9.401704256754366,11.5689654758529,10.259657368919415,11.96635499959491
53,264139,19,3,1,18,4,283551,180,246603,46552,3,4,429653,85930,0.2,2,4,544642,223,200,0,2025-09,12.484234544597795,12.55515080684703,12.41553909018099,10.74834672745997,12.970735512601442,11.361299927618816,13.207885813137539
69,427882,33,1,2,29,0,1107999,60,803730,12904,6,5,960301,163251,0.17,0,1,1175285,359,281,0,2025-12,12.96660507270707,13.918067146289367,13.597019915063266,9.465370112152714,13.77500309730639,12.003050298212179,13.977022080197706
49,301934,26,1,1,29,3,374336,36,553447,21745,2,8,316843,6336,0.02,2,3,409303,357,10,0,2025-01,12.617967041403242,12.83291174019595,13.223923079111334,9.987185111557695,12.666164818167127,8.754160749323518,12.922213435215541
63,172241,35,0,0,30,0,652446,120,93843,25358,6,1,506499,182339,0.36,0,0,752355,366,254,0,2025-05,12.056655743675428,13.388485188826332,11.449389108164857,10.140888975597038,13.135279602670876,12.113628355138895,13.530964895166854
42,100000,11,0,0,17,3,488141,180,83354,5142,4,8,129639,22038,0.17,1,1,182657,211,168,1,2023-03,11.51293546492023,13.098361626114324,11.330863874382132,8.545391845774915,11.772516657255483,10.000568890186692,12.115370830881007
46,100000,25,1,0,25,1,261309,48,130443,30926,5,9,183120,82404,0.45,1,2,198590,300,289,0,2024-06,11.51293546492023,12.473462720963942,11.77869929487313,10.339384867764494,12.117902415511494,11.319401393668281,12.19900271234581
48,215094,15,1,1,19,1,719630,240,228040,107353,5,0,117745,44743,0.38,2,2,165034,237,163,1,2023-06,12.278835069983328,13.486493859619225,12.337280716331483,11.583887063907572,11.676285041025652,10.708712636501424,12.013912851600315
41,475534,20,0,2,21,2,1160012,84,112758,32522,3,3,1289756,270848,0.21,2,2,1832162,263,103,0,2024-11,13.072195764988498,13.963941769916302,11.633008076795678,10.389702810329402,14.06996438650058,12.509316748998742,14.421007794057406
69,244144,40,2,0,30,3,274184,12,485287,101122,4,4,603545,78460,0.13,0,0,811977,365,16,0,2024-10,12.405517590066506,12.521558340018814,13.092497808114585,11.524092876662126,13.310577538653082,11.27035696503027,13.607228525180718
27,112903,0,0,1,2,0,549555,60,171350,8697,4,8,111620,22324,0.2,2,3,148300,30,8,0,2024-06,11.634293179093843,13.216865958461282,12.051469363293895,9.070848393157585,11.62286448327022,10.0134624057447,11.906999271191623
37,399013,13,1,2,15,0,432172,60,360509,136286,3,5,1130440,666959,0.59,1,1,1379632,186,33,0,2024-10,12.89675178297574,12.976581250025319,12.795274974573456,11.822518235292875,13.938118380041482,13.410485353084495,14.13732807973555
40,106114,12,0,1,15,0,106360,120,133218,34881,7,3,136844,56106,0.41,0,0,180750,188,181,0,2023-12,11.57227869066974,11.574594247343596,11.799749669558574,10.459726215828614,11.826604177447685,10.935015860910363,12.104875672509165
61,396159,31,2,2,30,2,1016654,120,87458,179580,7,1,883619,194396,0.22,3,3,1209486,366,35,0,2025-06,12.889573449038314,13.832028384439806,11.378925391103238,12.098381638608132,13.691782384948263,12.177657738790634,14.005706860731381
69,241346,38,0,1,30,4,836262,84,245168,18027,1,4,614814,79925,0.13,2,2,652569,371,183,0,2023-09,12.39399101093059,13.636698435894177,12.409703047645376,9.799681383810539,13.329076688527216,11.288856485579517,13.388673692118417
40,274156,20,1,1,25,0,574947,180,511334,46993,7,7,644893,193467,0.3,4,5,727868,306,102,1,2025-09,12.521456213973302,13.262034880907407,13.144780231688328,10.75777521296855,13.376841241187162,12.17286740309907,13.497876365931823
42,138556,16,0,1,18,1,189312,24,249175,8808,6,7,387119,89037,0.23,0,0,424685,221,76,0,2025-12,11.839037072291662,12.151157008901794,12.425914753071309,9.083529205109796,12.8664900014672,11.396818523882242,12.959105351312532
48,259761,16,1,1,14,0,1087186,120,183882,55989,4,5,691142,304102,0.44,3,5,981840,170,79,1,2025-03,12.467521106161932,13.899104184426022,12.122054964775112,10.932928382342938,13.446102027793756,12.625121738792725,13.797184659766756
60,120042,21,1,0,18,0,256165,120,130385,54926,1,0,358508,32265,0.09,0,0,480401,221,17,0,2023-11,11.69560529091146,12.453580950816942,11.778254560747792,10.913760309880715,12.789709043309207,10.38176932322609,13.082378532376636
69,286473,34,0,1,30,0,393741,48,403897,113194,1,7,274019,82205,0.3,3,4,335779,368,283,0,2025-04,12.565403060582561,12.88345115145526,12.908917649818521,11.636867274164405,12.5209563754071,11.316983571081163,12.72421146259039
27,271294,0,0,1,1,4,581351,24,193437,99562,5,3,342347,201984,0.59,2,4,483745,22,18,0,2025-06,12.510962068694663,13.273111704359177,12.172712326671927,11.508545888610918,12.743583042557557,12.21594871620038,13.089315254558093
21,258581,0,2,1,9,0,378948,48,45643,71330,6,1,540580,135145,0.25,2,2,734318,117,21,1,2024-03,12.462968137328868,12.84515691036613,10.72862744255457,11.175086294520511,13.20039976607292,11.814110954522244,13.506698818087926
52,100000,18,2,0,18,4,283751,48,103561,44407,5,0,233261,18660,0.08,2,2,339813,218,149,0,2024-05,11.51293546492023,12.555855896211058,11.54792574615485,10.701174912369996,12.35991756433158,9.834191063533472,12.736153688077541
33,318245,8,0,2,11,4,1116181,84,389274,75020,2,6,584460,140270,0.24,0,2,606905,134,17,1,2025-08,12.670579947605395,13.925424491064174,12.872041313709625,11.225523353325764,13.27844533397267,11.851331544796453,13.31612919808254
50,149587,14,0,1,18,2,613008,120,9183,13739,7,1,102440,22536,0.22,2,2,128519,226,155,0,2023-12,11.915640127401463,13.326134896702904,9.125218118559348,9.52806656577634,11.537042302077607,10.022913682018666,11.763839813229795
43,218744,20,0,1,17,1,333372,36,51704,92318,5,3,569606,102529,0.18,0,2,770889,210,76,0,2023-06,12.295661946815775,12.717017262216226,10.853309767619075,11.43300524979418,13.252701928330232,11.537910717664136,13.555300970512135
39,174198,6,0,0,7,0,217972,12,79123,26865,4,3,505554,136499,0.27,2,2,558003,90,48,1,2025-03,12.067953602855933,12.292126480889774,11.278771521135967,10.198616825622958,13.13341211468921,11.824079893607152,13.232121409796536
52,388275,27,3,2,24,0,228389,36,282936,17761,4,9,587767,182207,0.31,3,3,683904,292,44,0,2023-10,12.869471705929069,12.338809972968368,12.552979537002024,9.784816622818449,13.284087591199217,12.112904170637709,13.435574298069843
50,433725,20,1,2,18,0,662035,240,479287,34914,6,0,460629,207283,0.45,0,0,557125,223,164,0,2024-01,12.980168277300264,13.403075214105224,13.080056948322724,10.460671815280136,13.04035039668365,12.241845112618302,13.23054670517657
49,153150,22,1,1,25,4,93049,12,95411,47836,1,1,83969,29389,0.35,2,3,117318,307,28,0,2025-02,11.9391796417858,11.440892262070397,11.465959635689483,10.77555467762812,11.338214871177609,10.288409759412962,11.672651999359186
69,270913,35,3,1,30,3,556627,180,159448,84362,4,0,296174,115507,0.39,2,3,369266,370,25,0,2023-02,12.509556706324405,13.22965243223445,11.979479400860056,11.342884195838069,12.59870577482296,11.657095070614604,12.81927523860264
65,312747,23,1,1,19,1,361416,24,545815,45313,7,5,703617,253302,0.36,2,2,877012,238,201,0,2025-12,12.653153033424617,12.797787695325596,13.21003720159402,10.7213713144974,13.463990874235762,12.44234167958327,13.684277094505575
49,100000,25,1,0,22,0,310953,84,33284,36904,5,2,277897,27789,0.1,2,4,337768,265,101,1,2025-06,11.51293546492023,12.647400270253767,10.412862124034804,10.516102322204153,12.535009418871304,10.23243152273655,12.730117508866416
50,139480,15,0,0,13,3,310589,36,141732,54585,7,0,102348,29680,0.29,1,1,114045,166,23,1,2024-01,11.845683670250551,12.646228993428268,11.861700284944623,10.907532718597857,11.536143820646004,10.298262389436102,11.64435715476079
36,311839,10,1,2,14,3,287245,120,594991,144020,5,7,587238,211405,0.36,2,4,858269,173,75,0,2023-11,12.650245514741387,12.56809427046174,13.296303239059226,11.877714401258824,13.283187170970672,12.26153573422932,13.662674014281746
60,165000,21,1,1,25,3,379400,24,209348,49627,6,3,369406,151456,0.41,2,2,428104,304,65,0,2024-02,12.013706813470414,12.84634897222022,12.251757994746127,10.812310469562762,12.819654296215813,11.928057035261824,12.967123771578965
39,274325,14,0,1,18,1,395594,48,397373,108117,7,9,326707,192757,0.59,2,4,419404,219,16,0,2025-02,12.522072459163574,12.888146239621499,12.89263318169531,11.590978502254071,12.696822084586566,12.169190795103844,12.94659231917193
38,297831,13,0,2,15,3,1060516,240,265341,113618,5,6,573248,126114,0.22,1,3,615891,186,124,1,2023-06,12.604284848126769,13.874267083032839,12.48877483894156,11.640606024805004,13.25907545627903,11.744949468090375,13.330826902469164
21,183396,0,0,1,3,0,392460,84,16297,26362,7,9,419632,88122,0.21,1,2,510743,39,13,1,2025-08,12.1194084809826,12.88019244821044,9.698797679880165,10.179716790941928,12.947135798741657,11.386488844821573,13.143623765180617
34,219051,10,0,1,16,0,254457,48,286946,36999,3,1,568283,176167,0.31,1,1,825091,196,80,0,2023-08,12.297064423535904,12.446891071884306,12.567052808698794,10.51867319162636,13.250376572744939,12.079193364186029,13.62325017425098
67,191174,40,1,1,30,2,396343,24,245133,47730,6,5,311852,62370,0.2,1,2,467070,367,246,0,2025-10,12.160944517912426,12.890037800015232,12.409560278785877,10.773336360964212,12.650287201917617,11.040855702741002,13.054236559356239
22,368947,0,1,2,9,4,557000,240,97894,10750,6,5,874272,113655,0.13,1,1,1032406,112,80,1,2023-08,12.818410991683095,13.230322314239945,11.491650754691374,9.282754052485227,13.681147962843793,11.640931621551912,13.847403527121315
48,100000,23,1,0,23,3,408100,48,95121,16275,4,6,125445,18816,0.15,0,0,135103,286,35,0,2025-11,11.51293546492023,12.919269971770703,11.462915557215949,9.697446909121581,11.739630666072992,9.842515995544645,11.813800131207993
69,450303,26,0,2,26,4,2217811,240,826257,111433,6,0,464990,97647,0.21,0,0,538098,322,114,0,2023-01,13.01767818921712,14.612031682254042,13.624662352400707,11.621187766372499,13.049773329543477,11.489124454784276,13.19579783708515
50,368509,27,1,2,26,4,226526,24,165797,26485,2,0,356821,21409,0.06,0,1,415204,320,32,0,2023-08,12.817223127285388,12.330619422098852,12.018525458884401,10.18437157048691,12.784992336979967,9.971613381583728,12.936527653150517
