age,marital_status,education_level,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,newest_trade_open_months,default,month,log_income_inr,log_savings_account_balance,log_checking_account_balance,log_total_current_balance,log_max_credit_exposure,debt_to_income,balance_to_income,savings_to_loan,monthly_installment_proxy,installment_to_income,inquiry_acceleration,utilization_per_open_account,total_accounts,closed_account_ratio,account_maturity,trade_gap,woe_age,woe_education_level,woe_loan_amount,woe_loan_tenure_months,woe_savings_account_balance,woe_checking_account_balance,woe_total_current_balance,woe_credit_utilization_ratio,woe_no_of_inquiries_6m,woe_no_of_inquiries_12m,woe_newest_trade_open_months,woe_log_income_inr,woe_log_savings_account_balance,woe_log_checking_account_balance,woe_log_total_current_balance,woe_log_max_credit_exposure,woe_debt_to_income,woe_balance_to_income,woe_savings_to_loan,woe_monthly_installment_proxy,woe_installment_to_income,woe_inquiry_acceleration,woe_utilization_per_open_account,woe_closed_account_ratio,woe_account_maturity,woe_trade_gap
62,0,0,0,303698,24,180100,12997,4,7,70558,0.39,4,4,7,1,2023-10,11.51293546492023,12.101273083619482,9.472550778454297,11.164204518244643,12.35764285595108,3.037,0.7056,0.593,12654.08,1.5185,1.0,0.0975,11,0.6364,1.0192,311,0.5884164340640126,-0.22326256541455727,-0.1999789831434081,-0.17632204095780107,-0.3745478643090606,-0.5413652345670501,0.18750002859497455,-0.3024733262847011,-0.7306072342055785,-0.21514949811302622,-0.29962025730229463,-1.173551715337308,-0.3745478643090606,-0.5413652345670501,0.18750002859497455,-0.47063474318155785,-0.06866981365560297,-0.3745478643090606,0.24894569444654305,-0.0336212773384673,-0.1999789831434081,-0.20153032046208738,-0.36565891689181446,-0.05912155042681252,0.17198465331041474,1.0401540881827032
37,1,1,4,421007,60,37700,47918,7,5,32125,0.2,2,4,21,0,2024-11,11.51293546492023,10.537441898283252,10.777267364458066,10.377420950117711,12.102488329273603,4.2101,0.3212,0.0895,7016.78,0.842,0.5,0.0286,12,0.4167,1.0185,199,-0.27957950641884854,-0.22326256541455727,-0.5647280077155366,0.11743246597825772,-0.8961866098564595,-0.2508300931328625,-0.22551228514857277,0.24777541929835276,-0.1775030659622122,-0.21514949811302622,-0.0713616053213144,-1.173551715337308,-0.8961866098564595,-0.2508300931328625,-0.22551228514857277,-0.42287171930706796,-0.5879955706830521,0.38539679717440045,-0.6929874680409496,-0.27594313877546467,-0.22551228514857277,0.1745180269736348,0.6773554263934416,0.5017679017808311,0.17198465331041474,0.9271672247898126
25,2,0,2,376310,24,127208,3212,7,8,48076,0.26,1,1,75,1,2025-05,11.51293546492023,11.753586682102142,8.074960359115858,10.78055917125572,12.264082086033074,3.7631,0.4808,0.338,15679.58,1.8815,1.0,0.0371,15,0.5333,1.0625,27,-0.7748715729168063,-0.22326256541455727,-0.38981533643984906,-0.17632204095780107,0.0776739738391735,-0.7157186217118278,-0.14822061084692617,-0.053662028221913634,0.12905688332991616,0.21852509774583123,-0.0266614264034074,-1.173551715337308,0.0776739738391735,-0.7157186217118278,-0.14822061084692617,-0.42287171930706796,-0.4468192886554809,0.013504615321927167,-0.18258724043153873,0.013504615321927167,-0.738397641877574,-0.20153032046208738,0.12279440911964301,-0.48502348063365747,-0.6906497247431356,-0.7763432435282624
49,1,1,1,1195926,60,428987,49542,2,2,150769,0.33,2,2,101,0,2023-03,12.5271084946563,12.969184225490958,10.810596258335398,11.923510775772964,13.431169262825538,4.3376,0.5468,0.3587,19932.1,0.8675,1.0,0.165,4,0.5,1.0263,133,0.29436317413733587,-0.22326256541455727,0.24894569444654305,0.11743246597825772,0.8405238330849243,-0.2508300931328625,-0.04158944698764424,0.1029917818234634,-0.1775030659622122,-0.11136693993501376,-0.03692111534102272,0.38539679717440045,0.8405238330849243,-0.2508300931328625,-0.04158944698764424,0.4818195304033289,-0.5879955706830521,-0.0336212773384673,-0.18258724043153873,0.013504615321927167,-0.22551228514857277,-0.20153032046208738,0.1799528229595917,0.0776739738391735,0.6698717619062686,-0.017872920370328123
24,1,0,1,128210,84,57970,14484,6,1,73803,0.42,0,1,44,1,2025-05,11.51293546492023,10.967698164486874,9.580868910203453,11.209168209661772,12.345012510962222,1.2821,0.738,0.4521,1526.31,0.1832,0.0,0.07,7,0.1429,1.1389,38,-0.7748715729168063,-0.22326256541455727,0.4536486534366327,0.07676858672436082,-0.39878400642260947,-0.5413652345670501,0.18750002859497455,-0.3024733262847011,0.12905688332991616,0.21852509774583123,-0.105711085335952,-1.173551715337308,-0.39878400642260947,-0.5413652345670501,0.18750002859497455,-0.47063474318155785,1.1994965881520083,-0.3745478643090606,-0.12197160620773233,0.0776739738391735,0.2563258017441657,0.1745180269736348,-0.08354202387818553,-0.14416664569462026,-0.5738189794167884,-0.47358521950530796
30,1,1,4,187084,36,186209,5370,2,1,7540,0.06,1,1,95,0,2023-11,11.73286388533549,12.134630348075808,8.58876938990546,8.928110078202646,11.932352648094447,1.5015,0.0605,0.9953,5196.78,0.5005,1.0,0.03,3,0.3333,1.0104,2,-0.6688476673121468,-0.22326256541455727,-0.06866981365560297,0.04818354532846819,-0.3745478643090606,-0.7157186217118278,-0.26735939508407314,0.6558911877251418,0.12905688332991616,0.21852509774583123,-0.03692111534102272,-0.3745478643090606,-0.3745478643090606,-0.7157186217118278,-0.26735939508407314,-0.738397641877574,0.59233837391233,0.5992112532000919,0.6705757394080629,0.10639025578257491,0.013504615321927167,-0.20153032046208738,0.6773554263934416,0.08686239989357969,0.14987536772231363,-0.38715363670498887
37,1,0,3,269335,84,156802,21475,4,5,52427,0.19,1,2,88,0,2023-10,11.51293546492023,11.96274551936848,9.97469131154246,10.867196078739436,12.751004000125864,2.6933,0.5243,0.5822,3206.37,0.3848,0.5,0.0475,9,0.5556,1.0705,79,-0.27957950641884854,-0.22326256541455727,-0.1999789831434081,0.07676858672436082,-0.3745478643090606,-0.42287171930706796,0.13550106038875784,0.1799528229595917,0.12905688332991616,-0.11136693993501376,-0.03692111534102272,-1.173551715337308,-0.3745478643090606,-0.42287171930706796,0.13550106038875784,0.31244200600567046,-0.06866981365560297,-0.0336212773384673,0.24894569444654305,-0.014203191481365798,0.34503257331904025,0.1745180269736348,0.11095995147264011,-0.48502348063365747,-0.6906497247431356,-0.20160676429501828
30,0,1,4,821712,60,316673,60478,2,6,140208,0.31,0,1,37,0,2023-09,12.152318430823788,12.665628132535211,11.010051476325186,11.85088944553084,13.070172838508022,4.3355,0.7398,0.3854,13695.2,0.8671,0.0,0.155,8,0.75,1.0208,110,-0.6688476673121468,-0.22326256541455727,0.0987273830370058,0.11743246597825772,0.59233837391233,0.18750002859497455,-0.04158944698764424,-0.03777066088527888,0.12905688332991616,0.21852509774583123,-0.105711085335952,-0.0336212773384673,0.59233837391233,0.18750002859497455,-0.04158944698764424,0.18750002859497455,-0.5879955706830521,-0.3745478643090606,-0.12197160620773233,-0.0336212773384673,-0.22551228514857277,0.1745180269736348,0.1799528229595917,0.1799528229595915,0.39451263058241004,0.26980915208145273
37,2,2,4,457005,48,217155,145936,7,5,166640,0.23,0,0,172,0,2024-08,12.70370360126803,12.288371268251291,11.890930300715286,12.023597076877,13.53009258716556,1.3892,0.5066,0.4752,9520.94,0.3473,0.0,0.0329,12,0.4167,1.0536,5,-0.27957950641884854,0.889100344865978,-0.5647280077155366,-0.028514013938685242,-0.09545915690037489,1.3963481472840846,-0.04158944698764424,0.24777541929835276,0.12905688332991616,0.21852509774583123,0.29502215274437876,1.0337231978524128,-0.09545915690037489,1.3963481472840846,-0.04158944698764424,0.4818195304033289,0.59233837391233,0.013504615321927167,0.28774939341529904,0.06995192774526302,0.34503257331904025,0.1745180269736348,0.6773554263934416,0.5017679017808311,-0.22551228514857263,-0.38715363670498887
40,1,0,0,575663,240,163028,58520,6,2,37381,0.11,0,0,65,0,2023-10,11.68023490164368,12.00168337807449,10.977140943163043,10.528944584126124,12.995770145694015,4.8698,0.3162,0.2832,2398.6,0.2435,0.0,0.0183,8,0.25,1.0156,130,-0.27957950641884854,-0.22326256541455727,-0.014203191481365798,-0.16488766333213792,-0.3745478643090606,0.18750002859497455,-0.14822061084692617,0.2073517971477059,0.12905688332991616,0.21852509774583123,-0.15651941366162134,-0.3745478643090606,-0.3745478643090606,0.18750002859497455,-0.14822061084692617,0.18750002859497455,-0.7610305215049349,0.38539679717440045,-0.13182680107124983,-0.014203191481365798,-0.014203191481365798,0.1745180269736348,0.1949907003241321,-0.14416664569462026,0.17198465331041474,-0.017872920370328123
44,0,0,3,107421,180,64329,40788,1,4,30274,0.25,1,2,114,0,2024-04,11.51293546492023,11.071781364405046,10.616167716198389,10.318077568421293,11.932293478247384,1.0742,0.3027,0.5988,596.78,0.0716,0.5,0.25,5,0.8,1.0333,72,-0.19811331096045834,-0.22326256541455727,0.4536486534366327,0.008102566032932322,-0.39878400642260947,-0.2508300931328625,-0.22551228514857277,-0.053662028221913634,0.12905688332991616,-0.11136693993501376,0.0753800190400147,-1.173551715337308,-0.39878400642260947,-0.2508300931328625,-0.22551228514857277,-0.738397641877574,1.1994965881520083,0.38539679717440045,0.24894569444654305,0.0776739738391735,1.093063901916367,0.1745180269736348,-0.38981533643984906,0.1799528229595915,-0.04962161868490844,-0.20160676429501828
25,0,1,4,301166,120,348703,57285,6,7,64105,0.39,0,1,6,0,2025-05,12.362447991808114,12.761978703776611,10.955811544752128,11.068293242272354,12.175056581998984,1.2878,0.2741,1.1578,2509.72,0.1288,0.0,0.065,13,0.5385,1.0449,157,-0.7748715729168063,-0.22326256541455727,-0.1999789831434081,0.25999553063312814,0.59233837391233,0.18750002859497455,0.13550106038875784,-0.3024733262847011,0.12905688332991616,0.21852509774583123,-0.29962025730229463,0.5178246399352279,0.59233837391233,0.18750002859497455,0.13550106038875784,-0.42287171930706796,1.1994965881520083,0.38539679717440045,0.6705757394080629,-0.014203191481365798,0.2563258017441657,0.1745180269736348,-0.08354202387818553,-0.48502348063365747,-0.22551228514857263,0.6499564522053273
54,1,2,2,448774,12,341376,131627,6,5,680157,0.74,0,0,38,0,2023-01,12.789095202291492,12.740742717418676,11.787735041199335,13.430080403103702,13.980430752117048,1.2526,1.8984,0.7607,37397.83,1.2526,0.0,0.1233,11,0.4545,1.0595,140,0.6258589006262666,0.889100344865978,-0.5647280077155366,-0.17632204095780107,0.59233837391233,1.3963481472840846,0.28774939341529904,-0.5780549918023947,0.12905688332991616,0.21852509774583123,-0.105711085335952,1.0337231978524128,0.59233837391233,1.3963481472840846,0.28774939341529904,1.1482032937644577,1.1994965881520083,-0.4614180880766337,0.24894569444654305,-0.16592018794632704,-0.1999789831434081,0.1745180269736348,-0.10189832918139616,0.5017679017808311,-0.6906497247431356,-0.017872920370328123
26,0,0,1,391789,240,151770,53071,5,1,175865,0.47,0,0,93,1,2024-08,11.735212649707227,11.930128084849825,10.879404761186834,12.077477620399431,12.86818828990813,3.137,1.4081,0.3874,1632.45,0.1569,0.0,0.094,6,0.1667,1.0,3,-0.7748715729168063,-0.22326256541455727,-0.38981533643984906,-0.16488766333213792,0.0776739738391735,0.18750002859497455,-0.04158944698764424,-0.3481146072409051,0.12905688332991616,0.21852509774583123,-0.03692111534102272,-0.3745478643090606,0.0776739738391735,0.18750002859497455,-0.04158944698764424,0.31244200600567046,-0.38981533643984906,-0.4614180880766337,-0.12197160620773233,0.0776739738391735,0.2563258017441657,0.1745180269736348,-0.36565891689181446,-0.14416664569462026,0.1511738584095484,-0.38715363670498887
22,0,1,2,462893,240,86088,24334,1,6,62274,0.32,2,3,43,1,2025-05,11.51293546492023,11.36313692383358,10.099670922267554,11.03931534013038,12.56536466194536,4.6289,0.6227,0.186,1928.72,0.2314,0.6667,0.32,7,0.8571,1.0714,47,-0.7748715729168063,-0.22326256541455727,-0.5647280077155366,-0.16488766333213792,-0.5413652345670501,-0.42287171930706796,0.13550106038875784,-0.03777066088527888,-0.1775030659622122,-0.054240564541203067,-0.105711085335952,-1.173551715337308,-0.5413652345670501,-0.42287171930706796,0.13550106038875784,-0.6014185910151929,-0.7610305215049349,-0.0336212773384673,-0.49432587329597105,-0.014203191481365798,-0.014203191481365798,-0.18914464097769795,-0.38981533643984906,-0.11428665003834837,-0.6906497247431356,-0.47358521950530796
33,1,0,2,164800,84,36586,39682,1,7,16822,0.26,1,3,57,0,2024-03,11.51293546492023,10.507448265037272,10.588678163379615,9.73050227671916,11.214573336058264,1.648,0.1682,0.222,1961.9,0.2354,0.3333,0.26,8,0.875,1.0833,73,-0.40471371460628364,-0.22326256541455727,0.4536486534366327,0.07676858672436082,-0.8961866098564595,-0.2508300931328625,-0.26735939508407314,-0.053662028221913634,0.12905688332991616,-0.054240564541203067,-0.15651941366162134,-1.173551715337308,-0.8961866098564595,-0.2508300931328625,-0.26735939508407314,-0.738397641877574,0.59233837391233,0.34503257331904025,-0.49432587329597105,-0.014203191481365798,-0.014203191481365798,0.1745180269736348,-0.38981533643984906,-0.11428665003834837,-0.6906497247431356,-0.20160676429501828
63,2,2,2,1292642,120,171776,108852,1,3,477075,0.45,1,2,203,1,2025-05,12.977374598889456,12.05395240296932,11.597753627146474,13.0754310863194,13.909197603015988,2.9887,1.103,0.1329,10772.02,0.2989,0.5,0.45,4,0.75,1.0139,162,0.5884164340640126,0.889100344865978,0.24894569444654305,0.25999553063312814,-0.3745478643090606,0.378228307695788,0.28774939341529904,-0.3481146072409051,0.12905688332991616,-0.11136693993501376,0.21798021854883082,0.9892714352815788,-0.3745478643090606,0.378228307695788,0.28774939341529904,1.1482032937644577,-0.06866981365560297,-0.4614180880766337,-0.39878400642260947,-0.0336212773384673,0.12789646100353846,0.1745180269736348,-0.38981533643984906,0.1799528229595915,0.14987536772231363,0.6499564522053273
63,1,1,3,364234,36,56783,57984,6,0,48272,0.25,1,1,70,0,2023-08,12.550158680628494,10.94700987488628,10.967939635390804,10.78462767712726,12.252254649500106,1.291,0.1711,0.1559,10117.61,0.4303,1.0,0.0417,6,0.0,1.025,299,0.5884164340640126,-0.22326256541455727,-0.38981533643984906,0.04818354532846819,-0.39878400642260947,0.18750002859497455,-0.14822061084692617,-0.053662028221913634,0.12905688332991616,0.21852509774583123,-0.0266614264034074,0.38539679717440045,-0.39878400642260947,0.18750002859497455,-0.14822061084692617,-0.42287171930706796,1.1994965881520083,0.34503257331904025,-0.39878400642260947,0.06995192774526302,0.013504615321927167,-0.20153032046208738,0.12279440911964301,-0.14416664569462026,0.39451263058241004,1.0401540881827032
68,0,2,3,1581374,60,594292,129026,4,1,359117,0.41,0,0,65,0,2024-04,13.067801589411646,13.29512774272237,11.767776963768714,12.791406304271224,13.729636715554973,3.3401,0.7585,0.3758,26356.23,0.668,0.0,0.1025,5,0.2,1.0,259,1.3915885000310968,0.889100344865978,0.2563258017441657,0.11743246597825772,1.205805757345273,1.3963481472840846,0.28774939341529904,-0.3024733262847011,0.12905688332991616,0.21852509774583123,-0.15651941366162134,0.9892714352815788,1.205805757345273,1.3963481472840846,0.28774939341529904,0.59233837391233,-0.38981533643984906,-0.3745478643090606,-0.18258724043153873,0.2804233533232262,-0.2170734165027081,0.1745180269736348,-0.36565891689181446,-0.14416664569462026,0.1511738584095484,1.0401540881827032
67,1,0,1,376166,12,12576,51189,3,6,50284,0.13,1,1,112,0,2025-04,11.840515514355427,9.439625028047155,10.843299479451629,10.82546210087858,13.054955677440304,2.7109,0.3624,0.0334,31347.16,2.7109,1.0,0.0433,9,0.6667,1.0111,252,1.3915885000310968,-0.22326256541455727,-0.38981533643984906,-0.17632204095780107,-0.8961866098564595,0.18750002859497455,-0.14822061084692617,0.2073517971477059,0.12905688332991616,0.21852509774583123,0.0753800190400147,-0.3745478643090606,-0.8961866098564595,0.18750002859497455,-0.14822061084692617,0.18750002859497455,-0.06866981365560297,-0.04158944698764424,-0.6929874680409496,0.2804233533232262,-0.738397641877574,-0.20153032046208738,0.12279440911964301,-0.05912155042681252,0.14987536772231363,1.0401540881827032
43,0,2,0,1301005,12,67597,72149,2,1,147443,0.24,2,2,35,0,2023-01,12.84076410051685,11.12133367579457,11.186502564202016,11.901203721655571,13.6424135241342,3.4483,0.3908,0.052,108417.07,3.4483,1.0,0.12,3,0.3333,1.0278,187,-0.19811331096045834,0.889100344865978,0.2563258017441657,-0.17632204095780107,-0.39878400642260947,0.7597713182125337,-0.04158944698764424,-0.053662028221913634,-0.1775030659622122,-0.11136693993501376,-0.105711085335952,1.0337231978524128,-0.39878400642260947,0.7597713182125337,-0.04158944698764424,0.59233837391233,-0.38981533643984906,-0.04158944698764424,-0.6929874680409496,-0.16592018794632704,-0.738397641877574,-0.20153032046208738,-0.10189832918139616,0.08686239989357969,0.6698717619062686,0.9271672247898126
36,1,0,4,310607,60,94206,29423,4,5,21969,0.08,1,1,24,1,2024-02,11.51293546492023,11.453249767782374,10.289565946844103,9.997433165378656,12.650793722580383,3.1061,0.2197,0.3033,5176.78,0.6212,1.0,0.02,9,0.5556,1.0486,127,-0.40471371460628364,-0.22326256541455727,-0.1999789831434081,0.11743246597825772,-0.5413652345670501,-0.42287171930706796,-0.26735939508407314,0.6558911877251418,0.12905688332991616,0.21852509774583123,-0.0713616053213144,-1.173551715337308,-0.5413652345670501,-0.42287171930706796,-0.26735939508407314,-0.6014185910151929,-0.06866981365560297,0.013504615321927167,-0.13182680107124983,0.10639025578257491,-0.2170734165027081,-0.20153032046208738,0.1949907003241321,-0.48502348063365747,-0.22551228514857263,-0.017872920370328123
51,0,2,4,471485,240,621089,190570,3,1,104119,0.2,0,1,38,0,2024-01,12.941426461552506,13.339231277950867,12.1577801075243,11.553299359108502,13.359908328947608,1.13,0.2495,1.3173,1964.52,0.0565,0.0,0.0667,4,0.25,1.0294,172,0.6258589006262666,0.889100344865978,-0.5647280077155366,-0.16488766333213792,1.205805757345273,1.3963481472840846,-0.17421899076102226,0.24777541929835276,0.12905688332991616,0.21852509774583123,-0.105711085335952,0.9892714352815788,1.205805757345273,1.3963481472840846,-0.17421899076102226,0.4818195304033289,1.1994965881520083,0.013504615321927167,1.9027194207006952,-0.014203191481365798,1.093063901916367,0.1745180269736348,-0.08354202387818553,-0.14416664569462026,0.6698717619062686,0.6499564522053273
31,2,1,0,125336,120,36545,49946,6,6,42026,0.28,0,3,3,1,2025-08,11.53486306648813,10.50632702006454,10.818717722212964,10.646067547864224,12.300464221729186,1.2262,0.4111,0.2916,1044.47,0.1226,0.0,0.0467,12,0.5,1.0556,187,-0.6688476673121468,-0.22326256541455727,0.4536486534366327,0.25999553063312814,-0.8961866098564595,-0.2508300931328625,-0.14822061084692617,-0.053662028221913634,0.12905688332991616,-0.054240564541203067,-0.29962025730229463,-1.173551715337308,-0.8961866098564595,-0.2508300931328625,-0.14822061084692617,-0.42287171930706796,1.1994965881520083,-0.04158944698764424,-0.13182680107124983,0.0776739738391735,0.2563258017441657,0.1745180269736348,0.11095995147264011,0.0776739738391735,-0.6906497247431356,0.9271672247898126
36,1,2,4,1156423,12,190387,42391,6,1,273127,0.29,1,1,51,0,2023-06,12.7020272416478,12.156819374143144,10.654714944172598,12.51769582875336,13.893512723608811,3.5213,0.8317,0.1646,96368.58,3.5213,1.0,0.0483,7,0.1429,1.131,44,-0.40471371460628364,0.889100344865978,0.24894569444654305,-0.17632204095780107,-0.3745478643090606,-0.2508300931328625,0.28774939341529904,-0.03777066088527888,0.12905688332991616,0.21852509774583123,-0.15651941366162134,1.0337231978524128,-0.3745478643090606,-0.2508300931328625,0.28774939341529904,1.1482032937644577,-0.38981533643984906,-0.22551228514857277,-0.39878400642260947,-0.16592018794632704,-0.738397641877574,-0.20153032046208738,0.11095995147264011,-0.14416664569462026,-0.5738189794167884,-0.47358521950530796
28,0,0,2,414009,60,50241,11255,3,2,27088,0.27,1,2,61,1,2023-02,11.51293546492023,10.824606609266924,9.328656598794224,10.2068830204074,11.850789589608588,4.1401,0.2709,0.1214,6900.15,0.828,0.5,0.09,5,0.4,1.1528,22,-0.6688476673121468,-0.22326256541455727,-0.5647280077155366,0.11743246597825772,-0.39878400642260947,-0.7157186217118278,-0.22551228514857277,-0.053662028221913634,0.12905688332991616,-0.11136693993501376,-0.15651941366162134,-1.173551715337308,-0.39878400642260947,-0.7157186217118278,-0.22551228514857277,-0.738397641877574,-0.5879955706830521,0.38539679717440045,-0.39878400642260947,-0.27594313877546467,-0.22551228514857277,0.1745180269736348,-0.36565891689181446,0.5017679017808311,-0.5738189794167884,-0.7763432435282624
24,2,0,1,458633,180,82814,34480,5,8,3892,0.02,2,3,2,1,2023-10,11.51293546492023,11.324364483386256,10.448163726677256,8.266935347610456,12.254781854041832,4.5863,0.0389,0.1806,2547.96,0.3058,0.6667,0.004,13,0.6154,1.375,31,-0.7748715729168063,-0.22326256541455727,-0.5647280077155366,0.008102566032932322,-0.39878400642260947,-0.36565891689181446,-0.26735939508407314,0.6558911877251418,-0.1775030659622122,-0.054240564541203067,-0.29962025730229463,-1.173551715337308,-0.39878400642260947,-0.36565891689181446,-0.26735939508407314,-0.42287171930706796,-0.7610305215049349,0.5992112532000919,-0.49432587329597105,-0.014203191481365798,0.12789646100353846,-0.18914464097769795,0.1949907003241321,0.27444366638051426,-0.5738189794167884,-0.47358521950530796
24,0,1,1,1220600,24,184382,7906,3,4,359204,0.59,0,0,15,0,2023-09,12.429168195692348,12.124770394965418,8.975503722070927,12.791648535135128,13.524730357934253,4.8827,1.4369,0.1511,50858.33,2.4413,0.0,0.1967,7,0.5714,1.0,21,-0.7748715729168063,-0.22326256541455727,0.24894569444654305,-0.17632204095780107,-0.3745478643090606,-0.7157186217118278,0.28774939341529904,-0.5780549918023947,0.12905688332991616,0.21852509774583123,-0.0713616053213144,0.5178246399352279,-0.3745478643090606,-0.7157186217118278,0.28774939341529904,0.4818195304033289,-0.7610305215049349,-0.4614180880766337,-0.39878400642260947,-0.16592018794632704,-0.738397641877574,0.1745180269736348,0.1799528229595917,-0.48502348063365747,0.1511738584095484,-0.7763432435282624
45,2,0,0,353430,120,222398,28202,5,8,44817,0.36,2,3,214,0,2025-01,11.926524072975116,12.312228344945575,10.24718363424666,10.710365123423095,11.8427039195653,2.3371,0.2964,0.6293,2945.25,0.2337,0.6667,0.072,13,0.6154,1.0198,43,-0.19811331096045834,-0.22326256541455727,-0.38981533643984906,0.25999553063312814,-0.09545915690037489,-0.42287171930706796,-0.14822061084692617,0.1029917818234634,-0.1775030659622122,-0.054240564541203067,0.21798021854883082,-0.3745478643090606,-0.09545915690037489,-0.42287171930706796,-0.14822061084692617,-0.738397641877574,-0.04158944698764424,0.38539679717440045,0.24894569444654305,-0.014203191481365798,-0.014203191481365798,-0.18914464097769795,-0.14855124401244438,0.27444366638051426,0.17198465331041474,-0.47358521950530796
23,0,1,4,261247,60,162960,53455,2,6,18819,0.09,3,3,46,0,2025-08,11.78497345963804,12.001266187357068,10.886614164596535,9.842675413139371,12.62321596378522,1.9902,0.1434,0.6238,4354.12,0.398,1.0,0.045,8,0.75,1.1667,24,-0.7748715729168063,-0.22326256541455727,-0.1999789831434081,0.11743246597825772,-0.3745478643090606,0.18750002859497455,-0.26735939508407314,0.6558911877251418,-0.18295267072977672,-0.054240564541203067,-0.105711085335952,-0.3745478643090606,-0.3745478643090606,0.18750002859497455,-0.26735939508407314,-0.6014185910151929,0.2563258017441657,0.34503257331904025,0.24894569444654305,0.10639025578257491,0.34503257331904025,-0.20153032046208738,0.12279440911964301,0.1799528229595915,-0.5738189794167884,-0.7763432435282624
52,1,0,1,94310,240,31340,60598,2,7,223163,0.66,3,3,110,0,2024-01,11.921439254456413,10.352682423505618,11.012033670271087,12.315662206158027,12.756235321835604,0.6268,1.4832,0.3323,392.96,0.0313,1.0,0.33,9,0.7778,1.0298,236,0.6258589006262666,-0.22326256541455727,0.4536486534366327,-0.16488766333213792,-0.8961866098564595,0.18750002859497455,0.31244200600567046,-0.5780549918023947,-0.18295267072977672,-0.054240564541203067,-0.03692111534102272,-0.3745478643090606,-0.8961866098564595,0.18750002859497455,0.31244200600567046,0.31244200600567046,1.2661425916291442,-0.4614180880766337,-0.18258724043153873,0.0776739738391735,1.093063901916367,-0.20153032046208738,-0.38981533643984906,0.1799528229595915,0.6698717619062686,0.9271672247898126
23,0,1,2,418418,36,214403,42669,6,2,55333,0.22,0,0,4,0,2025-01,12.018187641423264,12.275617364721167,10.661251376182046,10.921142826790764,12.696586372344203,2.5245,0.3339,0.5124,11622.72,0.8415,0.0,0.0367,8,0.25,1.4167,30,-0.7748715729168063,-0.22326256541455727,-0.5647280077155366,0.04818354532846819,-0.09545915690037489,-0.2508300931328625,0.13550106038875784,0.24777541929835276,0.12905688332991616,0.21852509774583123,-0.29962025730229463,-0.0336212773384673,-0.09545915690037489,-0.2508300931328625,0.13550106038875784,-0.6014185910151929,-0.04158944698764424,0.38539679717440045,0.28774939341529904,-0.0336212773384673,-0.22551228514857277,0.1745180269736348,0.12279440911964301,-0.14416664569462026,-0.5738189794167884,-0.7763432435282624
47,0,2,2,1316660,12,376175,94720,5,3,96727,0.39,2,2,24,1,2023-02,12.857710095133363,12.837812397960755,11.458691007494537,11.479658194854082,12.685252791460618,3.4312,0.2521,0.2857,109721.66,3.4312,1.0,0.078,8,0.375,1.0382,275,0.29436317413733587,0.889100344865978,0.2563258017441657,-0.17632204095780107,0.59233837391233,0.4465814862135402,-0.17421899076102226,-0.3024733262847011,-0.1775030659622122,-0.11136693993501376,-0.0713616053213144,1.0337231978524128,0.59233837391233,0.4465814862135402,-0.17421899076102226,-0.6014185910151929,-0.38981533643984906,0.013504615321927167,-0.13182680107124983,-0.16592018794632704,-0.738397641877574,-0.20153032046208738,-0.14855124401244438,0.08686239989357969,-0.04962161868490844,1.0401540881827032
49,0,1,0,968779,48,435067,69280,1,6,147217,0.28,1,1,83,0,2024-04,12.356038868430485,12.983257619692916,11.145925977312285,11.8996697604097,13.205109504467538,4.1693,0.6336,0.4491,20182.9,1.0423,1.0,0.28,7,0.8571,1.0,97,0.29436317413733587,-0.22326256541455727,0.0987273830370058,-0.028514013938685242,0.8405238330849243,0.7597713182125337,-0.04158944698764424,-0.053662028221913634,0.12905688332991616,0.21852509774583123,-0.0266614264034074,0.5178246399352279,0.8405238330849243,0.7597713182125337,-0.04158944698764424,0.22541519703634885,-0.5879955706830521,-0.0336212773384673,-0.12197160620773233,0.013504615321927167,-0.22551228514857277,-0.20153032046208738,-0.38981533643984906,-0.11428665003834837,0.1511738584095484,0.26980915208145273
52,1,0,3,343273,120,123752,25250,3,3,92103,0.26,0,1,94,0,2024-12,12.213574436600496,11.726042922561335,10.136621037879683,11.4306736523535,13.089836053458829,1.7035,0.4571,0.3605,2860.61,0.1704,0.0,0.0867,6,0.5,1.0125,149,0.6258589006262666,-0.22326256541455727,-0.38981533643984906,0.25999553063312814,0.0776739738391735,-0.42287171930706796,-0.17421899076102226,-0.053662028221913634,0.12905688332991616,0.21852509774583123,-0.03692111534102272,0.013504615321927167,0.0776739738391735,-0.42287171930706796,-0.17421899076102226,0.18750002859497455,0.59233837391233,0.013504615321927167,-0.18258724043153873,-0.014203191481365798,0.2563258017441657,0.1745180269736348,-0.14855124401244438,0.0776739738391735,0.14987536772231363,-0.017872920370328123
